hardware_platform,compiler,threads_num,directive_name,overhead,benchmark_class
ARCHER2,AOCC 2.1,1,PARALLEL TASK,0.0594,Task
ARCHER2,AOCC 2.1,1,MASTER TASK,0.0593,Task
ARCHER2,AOCC 2.1,1,MASTER TASK BUSY SLAVES,0.0594,Task
ARCHER2,AOCC 2.1,1,CONDITIONAL TASK,0.0444,Task
ARCHER2,AOCC 2.1,1,TASK WAIT,0.0621,Task
ARCHER2,AOCC 2.1,1,TASK BARRIER,0.0667,Task
ARCHER2,AOCC 2.1,1,NESTED TASK,0.1285,Task
ARCHER2,AOCC 2.1,1,NESTED MASTER TASK,0.1057,Task
ARCHER2,AOCC 2.1,1,BRANCH TASK TREE,0.0654,Task
ARCHER2,AOCC 2.1,1,LEAF TASK TREE,0.0603,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,128,PARALLEL TASK,60.504,Task
ARCHER2,AOCC 2.1,128,MASTER TASK,845.6616,Task
ARCHER2,AOCC 2.1,128,MASTER TASK BUSY SLAVES,42.6706,Task
ARCHER2,AOCC 2.1,128,CONDITIONAL TASK,0.8496,Task
ARCHER2,AOCC 2.1,128,TASK WAIT,34.5242,Task
ARCHER2,AOCC 2.1,128,TASK BARRIER,727.4611,Task
ARCHER2,AOCC 2.1,128,NESTED TASK,3.8275,Task
ARCHER2,AOCC 2.1,128,NESTED MASTER TASK,40.446,Task
ARCHER2,AOCC 2.1,128,BRANCH TASK TREE,1.7461,Task
ARCHER2,AOCC 2.1,128,LEAF TASK TREE,0.9835,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,16,PARALLEL TASK,3.0522,Task
ARCHER2,AOCC 2.1,16,MASTER TASK,23.039,Task
ARCHER2,AOCC 2.1,16,MASTER TASK BUSY SLAVES,0.7059,Task
ARCHER2,AOCC 2.1,16,CONDITIONAL TASK,0.1384,Task
ARCHER2,AOCC 2.1,16,TASK WAIT,0.3237,Task
ARCHER2,AOCC 2.1,16,TASK BARRIER,16.2448,Task
ARCHER2,AOCC 2.1,16,NESTED TASK,0.6723,Task
ARCHER2,AOCC 2.1,16,NESTED MASTER TASK,1.0225,Task
ARCHER2,AOCC 2.1,16,BRANCH TASK TREE,0.3582,Task
ARCHER2,AOCC 2.1,16,LEAF TASK TREE,0.3329,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,2,PARALLEL TASK,0.0795,Task
ARCHER2,AOCC 2.1,2,MASTER TASK,0.2166,Task
ARCHER2,AOCC 2.1,2,MASTER TASK BUSY SLAVES,0.0698,Task
ARCHER2,AOCC 2.1,2,CONDITIONAL TASK,0.0575,Task
ARCHER2,AOCC 2.1,2,TASK WAIT,0.146,Task
ARCHER2,AOCC 2.1,2,TASK BARRIER,0.7054,Task
ARCHER2,AOCC 2.1,2,NESTED TASK,0.1662,Task
ARCHER2,AOCC 2.1,2,NESTED MASTER TASK,0.3104,Task
ARCHER2,AOCC 2.1,2,BRANCH TASK TREE,0.3252,Task
ARCHER2,AOCC 2.1,2,LEAF TASK TREE,0.3166,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,32,PARALLEL TASK,16.781,Task
ARCHER2,AOCC 2.1,32,MASTER TASK,72.5064,Task
ARCHER2,AOCC 2.1,32,MASTER TASK BUSY SLAVES,0.938,Task
ARCHER2,AOCC 2.1,32,CONDITIONAL TASK,0.4721,Task
ARCHER2,AOCC 2.1,32,TASK WAIT,2.1807,Task
ARCHER2,AOCC 2.1,32,TASK BARRIER,228.4175,Task
ARCHER2,AOCC 2.1,32,NESTED TASK,0.9238,Task
ARCHER2,AOCC 2.1,32,NESTED MASTER TASK,1.1743,Task
ARCHER2,AOCC 2.1,32,BRANCH TASK TREE,0.3974,Task
ARCHER2,AOCC 2.1,32,LEAF TASK TREE,0.3845,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,4,PARALLEL TASK,0.079,Task
ARCHER2,AOCC 2.1,4,MASTER TASK,1.4554,Task
ARCHER2,AOCC 2.1,4,MASTER TASK BUSY SLAVES,0.1567,Task
ARCHER2,AOCC 2.1,4,CONDITIONAL TASK,0.0581,Task
ARCHER2,AOCC 2.1,4,TASK WAIT,0.1453,Task
ARCHER2,AOCC 2.1,4,TASK BARRIER,1.0975,Task
ARCHER2,AOCC 2.1,4,NESTED TASK,0.2252,Task
ARCHER2,AOCC 2.1,4,NESTED MASTER TASK,0.3228,Task
ARCHER2,AOCC 2.1,4,BRANCH TASK TREE,0.3289,Task
ARCHER2,AOCC 2.1,4,LEAF TASK TREE,0.3208,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,64,PARALLEL TASK,37.9233,Task
ARCHER2,AOCC 2.1,64,MASTER TASK,171.264,Task
ARCHER2,AOCC 2.1,64,MASTER TASK BUSY SLAVES,23.2204,Task
ARCHER2,AOCC 2.1,64,CONDITIONAL TASK,0.6065,Task
ARCHER2,AOCC 2.1,64,TASK WAIT,6.7735,Task
ARCHER2,AOCC 2.1,64,TASK BARRIER,441.6429,Task
ARCHER2,AOCC 2.1,64,NESTED TASK,1.0496,Task
ARCHER2,AOCC 2.1,64,NESTED MASTER TASK,1.7483,Task
ARCHER2,AOCC 2.1,64,BRANCH TASK TREE,0.8611,Task
ARCHER2,AOCC 2.1,64,LEAF TASK TREE,0.5049,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,AOCC 2.1,8,PARALLEL TASK,0.1171,Task
ARCHER2,AOCC 2.1,8,MASTER TASK,6.6936,Task
ARCHER2,AOCC 2.1,8,MASTER TASK BUSY SLAVES,0.3702,Task
ARCHER2,AOCC 2.1,8,CONDITIONAL TASK,0.0719,Task
ARCHER2,AOCC 2.1,8,TASK WAIT,0.1972,Task
ARCHER2,AOCC 2.1,8,TASK BARRIER,2.2939,Task
ARCHER2,AOCC 2.1,8,NESTED TASK,0.6239,Task
ARCHER2,AOCC 2.1,8,NESTED MASTER TASK,0.4775,Task
ARCHER2,AOCC 2.1,8,BRANCH TASK TREE,0.3903,Task
ARCHER2,AOCC 2.1,8,LEAF TASK TREE,0.3395,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,1,PARALLEL TASK,0.0562,Task
ARCHER2,Cray 10.0,1,MASTER TASK,0.0559,Task
ARCHER2,Cray 10.0,1,MASTER TASK BUSY SLAVES,0.0559,Task
ARCHER2,Cray 10.0,1,CONDITIONAL TASK,0.0536,Task
ARCHER2,Cray 10.0,1,TASK WAIT,0.061,Task
ARCHER2,Cray 10.0,1,TASK BARRIER,0.0594,Task
ARCHER2,Cray 10.0,1,NESTED TASK,0.1054,Task
ARCHER2,Cray 10.0,1,NESTED MASTER TASK,0.1027,Task
ARCHER2,Cray 10.0,1,BRANCH TASK TREE,0.0602,Task
ARCHER2,Cray 10.0,1,LEAF TASK TREE,0.0537,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,128,PARALLEL TASK,10.3187,Task
ARCHER2,Cray 10.0,128,MASTER TASK,140.2449,Task
ARCHER2,Cray 10.0,128,MASTER TASK BUSY SLAVES,0.9075,Task
ARCHER2,Cray 10.0,128,CONDITIONAL TASK,0.1024,Task
ARCHER2,Cray 10.0,128,TASK WAIT,8.3284,Task
ARCHER2,Cray 10.0,128,TASK BARRIER,19.6565,Task
ARCHER2,Cray 10.0,128,NESTED TASK,1.5397,Task
ARCHER2,Cray 10.0,128,NESTED MASTER TASK,21.7632,Task
ARCHER2,Cray 10.0,128,BRANCH TASK TREE,8.4882,Task
ARCHER2,Cray 10.0,128,LEAF TASK TREE,8.3565,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,16,PARALLEL TASK,3.2625,Task
ARCHER2,Cray 10.0,16,MASTER TASK,18.4493,Task
ARCHER2,Cray 10.0,16,MASTER TASK BUSY SLAVES,0.7734,Task
ARCHER2,Cray 10.0,16,CONDITIONAL TASK,0.0594,Task
ARCHER2,Cray 10.0,16,TASK WAIT,2.0511,Task
ARCHER2,Cray 10.0,16,TASK BARRIER,5.5515,Task
ARCHER2,Cray 10.0,16,NESTED TASK,3.2557,Task
ARCHER2,Cray 10.0,16,NESTED MASTER TASK,6.7438,Task
ARCHER2,Cray 10.0,16,BRANCH TASK TREE,3.3383,Task
ARCHER2,Cray 10.0,16,LEAF TASK TREE,3.2985,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,2,PARALLEL TASK,0.0736,Task
ARCHER2,Cray 10.0,2,MASTER TASK,0.8192,Task
ARCHER2,Cray 10.0,2,MASTER TASK BUSY SLAVES,0.1729,Task
ARCHER2,Cray 10.0,2,CONDITIONAL TASK,0.0577,Task
ARCHER2,Cray 10.0,2,TASK WAIT,0.211,Task
ARCHER2,Cray 10.0,2,TASK BARRIER,0.618,Task
ARCHER2,Cray 10.0,2,NESTED TASK,0.1208,Task
ARCHER2,Cray 10.0,2,NESTED MASTER TASK,0.6593,Task
ARCHER2,Cray 10.0,2,BRANCH TASK TREE,0.3362,Task
ARCHER2,Cray 10.0,2,LEAF TASK TREE,0.3394,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,32,PARALLEL TASK,3.9123,Task
ARCHER2,Cray 10.0,32,MASTER TASK,37.5983,Task
ARCHER2,Cray 10.0,32,MASTER TASK BUSY SLAVES,0.9,Task
ARCHER2,Cray 10.0,32,CONDITIONAL TASK,0.0602,Task
ARCHER2,Cray 10.0,32,TASK WAIT,4.0234,Task
ARCHER2,Cray 10.0,32,TASK BARRIER,7.8834,Task
ARCHER2,Cray 10.0,32,NESTED TASK,3.0863,Task
ARCHER2,Cray 10.0,32,NESTED MASTER TASK,8.1742,Task
ARCHER2,Cray 10.0,32,BRANCH TASK TREE,4.0426,Task
ARCHER2,Cray 10.0,32,LEAF TASK TREE,4.0031,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,4,PARALLEL TASK,0.0812,Task
ARCHER2,Cray 10.0,4,MASTER TASK,3.4382,Task
ARCHER2,Cray 10.0,4,MASTER TASK BUSY SLAVES,0.5078,Task
ARCHER2,Cray 10.0,4,CONDITIONAL TASK,0.0581,Task
ARCHER2,Cray 10.0,4,TASK WAIT,0.5635,Task
ARCHER2,Cray 10.0,4,TASK BARRIER,1.0745,Task
ARCHER2,Cray 10.0,4,NESTED TASK,0.4231,Task
ARCHER2,Cray 10.0,4,NESTED MASTER TASK,1.5045,Task
ARCHER2,Cray 10.0,4,BRANCH TASK TREE,0.7897,Task
ARCHER2,Cray 10.0,4,LEAF TASK TREE,0.7846,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,64,PARALLEL TASK,6.1723,Task
ARCHER2,Cray 10.0,64,MASTER TASK,75.4387,Task
ARCHER2,Cray 10.0,64,MASTER TASK BUSY SLAVES,0.9379,Task
ARCHER2,Cray 10.0,64,CONDITIONAL TASK,0.0505,Task
ARCHER2,Cray 10.0,64,TASK WAIT,6.6699,Task
ARCHER2,Cray 10.0,64,TASK BARRIER,14.1588,Task
ARCHER2,Cray 10.0,64,NESTED TASK,2.1347,Task
ARCHER2,Cray 10.0,64,NESTED MASTER TASK,12.3958,Task
ARCHER2,Cray 10.0,64,BRANCH TASK TREE,6.2378,Task
ARCHER2,Cray 10.0,64,LEAF TASK TREE,5.7092,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,Cray 10.0,8,PARALLEL TASK,0.0861,Task
ARCHER2,Cray 10.0,8,MASTER TASK,8.1423,Task
ARCHER2,Cray 10.0,8,MASTER TASK BUSY SLAVES,0.6507,Task
ARCHER2,Cray 10.0,8,CONDITIONAL TASK,0.0613,Task
ARCHER2,Cray 10.0,8,TASK WAIT,1.0332,Task
ARCHER2,Cray 10.0,8,TASK BARRIER,1.7516,Task
ARCHER2,Cray 10.0,8,NESTED TASK,1.4171,Task
ARCHER2,Cray 10.0,8,NESTED MASTER TASK,3.0974,Task
ARCHER2,Cray 10.0,8,BRANCH TASK TREE,1.6222,Task
ARCHER2,Cray 10.0,8,LEAF TASK TREE,1.6029,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,1,PARALLEL TASK,0.0072,Task
ARCHER2,GNU 10.1,1,MASTER TASK,0.007,Task
ARCHER2,GNU 10.1,1,MASTER TASK BUSY SLAVES,0.0074,Task
ARCHER2,GNU 10.1,1,CONDITIONAL TASK,0.0085,Task
ARCHER2,GNU 10.1,1,TASK WAIT,0.0625,Task
ARCHER2,GNU 10.1,1,TASK BARRIER,0.1834,Task
ARCHER2,GNU 10.1,1,NESTED TASK,0.0307,Task
ARCHER2,GNU 10.1,1,NESTED MASTER TASK,0.0306,Task
ARCHER2,GNU 10.1,1,BRANCH TASK TREE,0.0204,Task
ARCHER2,GNU 10.1,1,LEAF TASK TREE,0.0172,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,128,PARALLEL TASK,581.0347,Task
ARCHER2,GNU 10.1,128,MASTER TASK,489.2289,Task
ARCHER2,GNU 10.1,128,MASTER TASK BUSY SLAVES,4.6413,Task
ARCHER2,GNU 10.1,128,CONDITIONAL TASK,0.0572,Task
ARCHER2,GNU 10.1,128,TASK WAIT,736.5115,Task
ARCHER2,GNU 10.1,128,TASK BARRIER,940.9204,Task
ARCHER2,GNU 10.1,128,NESTED TASK,216.7292,Task
ARCHER2,GNU 10.1,128,NESTED MASTER TASK,442.3934,Task
ARCHER2,GNU 10.1,128,BRANCH TASK TREE,166.294,Task
ARCHER2,GNU 10.1,128,LEAF TASK TREE,164.1527,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,16,PARALLEL TASK,29.1858,Task
ARCHER2,GNU 10.1,16,MASTER TASK,16.7218,Task
ARCHER2,GNU 10.1,16,MASTER TASK BUSY SLAVES,0.8946,Task
ARCHER2,GNU 10.1,16,CONDITIONAL TASK,0.0414,Task
ARCHER2,GNU 10.1,16,TASK WAIT,24.297,Task
ARCHER2,GNU 10.1,16,TASK BARRIER,28.7764,Task
ARCHER2,GNU 10.1,16,NESTED TASK,14.2359,Task
ARCHER2,GNU 10.1,16,NESTED MASTER TASK,14.3272,Task
ARCHER2,GNU 10.1,16,BRANCH TASK TREE,12.3111,Task
ARCHER2,GNU 10.1,16,LEAF TASK TREE,12.0447,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,2,PARALLEL TASK,0.0114,Task
ARCHER2,GNU 10.1,2,MASTER TASK,0.3366,Task
ARCHER2,GNU 10.1,2,MASTER TASK BUSY SLAVES,0.0207,Task
ARCHER2,GNU 10.1,2,CONDITIONAL TASK,0.0095,Task
ARCHER2,GNU 10.1,2,TASK WAIT,0.3425,Task
ARCHER2,GNU 10.1,2,TASK BARRIER,0.5717,Task
ARCHER2,GNU 10.1,2,NESTED TASK,0.0285,Task
ARCHER2,GNU 10.1,2,NESTED MASTER TASK,0.3405,Task
ARCHER2,GNU 10.1,2,BRANCH TASK TREE,0.0631,Task
ARCHER2,GNU 10.1,2,LEAF TASK TREE,0.0607,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,32,PARALLEL TASK,69.5616,Task
ARCHER2,GNU 10.1,32,MASTER TASK,67.2492,Task
ARCHER2,GNU 10.1,32,MASTER TASK BUSY SLAVES,1.5837,Task
ARCHER2,GNU 10.1,32,CONDITIONAL TASK,0.0415,Task
ARCHER2,GNU 10.1,32,TASK WAIT,67.8033,Task
ARCHER2,GNU 10.1,32,TASK BARRIER,83.7682,Task
ARCHER2,GNU 10.1,32,NESTED TASK,30.6859,Task
ARCHER2,GNU 10.1,32,NESTED MASTER TASK,37.9227,Task
ARCHER2,GNU 10.1,32,BRANCH TASK TREE,28.2509,Task
ARCHER2,GNU 10.1,32,LEAF TASK TREE,28.0177,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,4,PARALLEL TASK,0.0344,Task
ARCHER2,GNU 10.1,4,MASTER TASK,1.9691,Task
ARCHER2,GNU 10.1,4,MASTER TASK BUSY SLAVES,0.0477,Task
ARCHER2,GNU 10.1,4,CONDITIONAL TASK,0.011,Task
ARCHER2,GNU 10.1,4,TASK WAIT,1.5636,Task
ARCHER2,GNU 10.1,4,TASK BARRIER,1.9407,Task
ARCHER2,GNU 10.1,4,NESTED TASK,0.0572,Task
ARCHER2,GNU 10.1,4,NESTED MASTER TASK,1.0208,Task
ARCHER2,GNU 10.1,4,BRANCH TASK TREE,0.1294,Task
ARCHER2,GNU 10.1,4,LEAF TASK TREE,0.525,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,64,PARALLEL TASK,256.838,Task
ARCHER2,GNU 10.1,64,MASTER TASK,206.8523,Task
ARCHER2,GNU 10.1,64,MASTER TASK BUSY SLAVES,2.6295,Task
ARCHER2,GNU 10.1,64,CONDITIONAL TASK,0.039,Task
ARCHER2,GNU 10.1,64,TASK WAIT,227.8937,Task
ARCHER2,GNU 10.1,64,TASK BARRIER,297.1503,Task
ARCHER2,GNU 10.1,64,NESTED TASK,84.4609,Task
ARCHER2,GNU 10.1,64,NESTED MASTER TASK,156.4568,Task
ARCHER2,GNU 10.1,64,BRANCH TASK TREE,69.1491,Task
ARCHER2,GNU 10.1,64,LEAF TASK TREE,68.5851,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
ARCHER2,GNU 10.1,8,PARALLEL TASK,0.1776,Task
ARCHER2,GNU 10.1,8,MASTER TASK,7.0236,Task
ARCHER2,GNU 10.1,8,MASTER TASK BUSY SLAVES,0.4786,Task
ARCHER2,GNU 10.1,8,CONDITIONAL TASK,0.0426,Task
ARCHER2,GNU 10.1,8,TASK WAIT,6.484,Task
ARCHER2,GNU 10.1,8,TASK BARRIER,7.6502,Task
ARCHER2,GNU 10.1,8,NESTED TASK,4.4214,Task
ARCHER2,GNU 10.1,8,NESTED MASTER TASK,5.381,Task
ARCHER2,GNU 10.1,8,BRANCH TASK TREE,2.7392,Task
ARCHER2,GNU 10.1,8,LEAF TASK TREE,2.7729,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,1,PARALLEL TASK,0.0184,Task
Cirrus,GNU 6.3,1,MASTER TASK,0.0186,Task
Cirrus,GNU 6.3,1,MASTER TASK BUSY SLAVES,0.0188,Task
Cirrus,GNU 6.3,1,CONDITIONAL TASK,0.0181,Task
Cirrus,GNU 6.3,1,TASK WAIT,0.102,Task
Cirrus,GNU 6.3,1,TASK BARRIER,0.4311,Task
Cirrus,GNU 6.3,1,NESTED TASK,0.0572,Task
Cirrus,GNU 6.3,1,NESTED MASTER TASK,0.0537,Task
Cirrus,GNU 6.3,1,BRANCH TASK TREE,0.0259,Task
Cirrus,GNU 6.3,1,LEAF TASK TREE,0.0263,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,16,PARALLEL TASK,24.5375,Task
Cirrus,GNU 6.3,16,MASTER TASK,76.8317,Task
Cirrus,GNU 6.3,16,MASTER TASK BUSY SLAVES,3.8885,Task
Cirrus,GNU 6.3,16,CONDITIONAL TASK,0.0234,Task
Cirrus,GNU 6.3,16,TASK WAIT,39.1889,Task
Cirrus,GNU 6.3,16,TASK BARRIER,59.648,Task
Cirrus,GNU 6.3,16,NESTED TASK,34.5387,Task
Cirrus,GNU 6.3,16,NESTED MASTER TASK,42.0059,Task
Cirrus,GNU 6.3,16,BRANCH TASK TREE,28.9614,Task
Cirrus,GNU 6.3,16,LEAF TASK TREE,27.6731,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,2,PARALLEL TASK,0.0232,Task
Cirrus,GNU 6.3,2,MASTER TASK,1.0178,Task
Cirrus,GNU 6.3,2,MASTER TASK BUSY SLAVES,0.1093,Task
Cirrus,GNU 6.3,2,CONDITIONAL TASK,0.0181,Task
Cirrus,GNU 6.3,2,TASK WAIT,1.5138,Task
Cirrus,GNU 6.3,2,TASK BARRIER,2.7078,Task
Cirrus,GNU 6.3,2,NESTED TASK,0.0815,Task
Cirrus,GNU 6.3,2,NESTED MASTER TASK,1.2902,Task
Cirrus,GNU 6.3,2,BRANCH TASK TREE,0.4255,Task
Cirrus,GNU 6.3,2,LEAF TASK TREE,0.2511,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,32,PARALLEL TASK,82.0508,Task
Cirrus,GNU 6.3,32,MASTER TASK,297.4682,Task
Cirrus,GNU 6.3,32,MASTER TASK BUSY SLAVES,8.2321,Task
Cirrus,GNU 6.3,32,CONDITIONAL TASK,0.0832,Task
Cirrus,GNU 6.3,32,TASK WAIT,122.5879,Task
Cirrus,GNU 6.3,32,TASK BARRIER,163.9215,Task
Cirrus,GNU 6.3,32,NESTED TASK,64.783,Task
Cirrus,GNU 6.3,32,NESTED MASTER TASK,126.9362,Task
Cirrus,GNU 6.3,32,BRANCH TASK TREE,66.8886,Task
Cirrus,GNU 6.3,32,LEAF TASK TREE,64.2851,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,4,PARALLEL TASK,0.0293,Task
Cirrus,GNU 6.3,4,MASTER TASK,5.0473,Task
Cirrus,GNU 6.3,4,MASTER TASK BUSY SLAVES,0.5085,Task
Cirrus,GNU 6.3,4,CONDITIONAL TASK,0.0179,Task
Cirrus,GNU 6.3,4,TASK WAIT,4.8801,Task
Cirrus,GNU 6.3,4,TASK BARRIER,7.9625,Task
Cirrus,GNU 6.3,4,NESTED TASK,5.398,Task
Cirrus,GNU 6.3,4,NESTED MASTER TASK,6.7018,Task
Cirrus,GNU 6.3,4,BRANCH TASK TREE,3.1579,Task
Cirrus,GNU 6.3,4,LEAF TASK TREE,2.8779,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 6.3,8,PARALLEL TASK,0.124,Task
Cirrus,GNU 6.3,8,MASTER TASK,18.4412,Task
Cirrus,GNU 6.3,8,MASTER TASK BUSY SLAVES,1.8636,Task
Cirrus,GNU 6.3,8,CONDITIONAL TASK,0.0182,Task
Cirrus,GNU 6.3,8,TASK WAIT,14.0593,Task
Cirrus,GNU 6.3,8,TASK BARRIER,19.1186,Task
Cirrus,GNU 6.3,8,NESTED TASK,13.3485,Task
Cirrus,GNU 6.3,8,NESTED MASTER TASK,16.0972,Task
Cirrus,GNU 6.3,8,BRANCH TASK TREE,12.4392,Task
Cirrus,GNU 6.3,8,LEAF TASK TREE,11.088,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 8.2,1,PARALLEL TASK,0.0158,Task
Cirrus,GNU 8.2,1,MASTER TASK,0.0159,Task
Cirrus,GNU 8.2,1,MASTER TASK BUSY SLAVES,0.0159,Task
Cirrus,GNU 8.2,1,CONDITIONAL TASK,0.0157,Task
Cirrus,GNU 8.2,1,TASK WAIT,0.0931,Task
Cirrus,GNU 8.2,1,TASK BARRIER,0.4337,Task
Cirrus,GNU 8.2,1,NESTED TASK,0.0529,Task
Cirrus,GNU 8.2,1,NESTED MASTER TASK,0.0498,Task
Cirrus,GNU 8.2,1,BRANCH TASK TREE,0.0258,Task
Cirrus,GNU 8.2,1,LEAF TASK TREE,0.025,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 8.2,16,PARALLEL TASK,24.4403,Task
Cirrus,GNU 8.2,16,MASTER TASK,76.1954,Task
Cirrus,GNU 8.2,16,MASTER TASK BUSY SLAVES,3.7729,Task
Cirrus,GNU 8.2,16,CONDITIONAL TASK,0.0161,Task
Cirrus,GNU 8.2,16,TASK WAIT,43.8648,Task
Cirrus,GNU 8.2,16,TASK BARRIER,64.6413,Task
Cirrus,GNU 8.2,16,NESTED TASK,34.848,Task
Cirrus,GNU 8.2,16,NESTED MASTER TASK,42.5522,Task
Cirrus,GNU 8.2,16,BRANCH TASK TREE,29.1016,Task
Cirrus,GNU 8.2,16,LEAF TASK TREE,27.6934,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 8.2,2,PARALLEL TASK,0.0205,Task
Cirrus,GNU 8.2,2,MASTER TASK,1.2812,Task
Cirrus,GNU 8.2,2,MASTER TASK BUSY SLAVES,0.105,Task
Cirrus,GNU 8.2,2,CONDITIONAL TASK,0.0158,Task
Cirrus,GNU 8.2,2,TASK WAIT,1.795,Task
Cirrus,GNU 8.2,2,TASK BARRIER,2.575,Task
Cirrus,GNU 8.2,2,NESTED TASK,0.0763,Task
Cirrus,GNU 8.2,2,NESTED MASTER TASK,1.3977,Task
Cirrus,GNU 8.2,2,BRANCH TASK TREE,0.4492,Task
Cirrus,GNU 8.2,2,LEAF TASK TREE,0.229,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 8.2,32,PARALLEL TASK,79.8625,Task
Cirrus,GNU 8.2,32,MASTER TASK,289.7091,Task
Cirrus,GNU 8.2,32,MASTER TASK BUSY SLAVES,7.6267,Task
Cirrus,GNU 8.2,32,CONDITIONAL TASK,0.0789,Task
Cirrus,GNU 8.2,32,TASK WAIT,116.8927,Task
Cirrus,GNU 8.2,32,TASK BARRIER,171.157,Task
Cirrus,GNU 8.2,32,NESTED TASK,65.9306,Task
Cirrus,GNU 8.2,32,NESTED MASTER TASK,121.3591,Task
Cirrus,GNU 8.2,32,BRANCH TASK TREE,67.7462,Task
Cirrus,GNU 8.2,32,LEAF TASK TREE,65.1886,Task
hardware_platform,compiler,threads_num,directive_name,overhead,Task
Cirrus,GNU 8.2,4,PARALLEL TASK,0.0278,Task
Cirrus,GNU 8.2,4,MASTER TASK,5.0285,Task
Cirrus,GNU 8.2,4,MASTER TASK BUSY SLAVES,0.484,Task
Cirrus,GNU 8.2,4,CONDITIONAL TASK,0.0158,Task
Cirrus,GNU 8.2,4,TASK WAIT,5.5331,Task
